t,gt_x,gt_y,gt_yaw,ekf_x,ekf_y,ekf_yaw,ekf_err,ekf_yaw_err
1787312653.5305262,-2.4992690902830113,-0.9794808512854005,89.93773970278826,-2.424584104241973,-1.0701730329603725,90.83503929103205,0.1175,0.897
1787312653.6669567,-2.4992690903470005,-0.979480851288708,89.93774024903828,-2.424584125299701,-1.0701729966238553,90.83504050159131,0.1175,0.897
1787312653.7339113,-2.49926909028463,-0.9794808513282366,89.93773970410295,-2.4245841224916944,-1.0701729988149362,90.8350391813763,0.1175,0.897
1787312653.816147,-2.499269090333147,-0.9794808513853579,89.93774025250342,-2.4245841287943986,-1.0701729901600532,90.83503913142998,0.1175,0.897
1787312653.9622946,-2.499269090349183,-0.9794808512728183,89.9377402490608,-2.4245841150936154,-1.0701730168397823,90.83503923111289,0.1175,0.897
1787312654.0294547,-2.4992690902848924,-0.9794808513066775,89.93773970415424,-2.4245841311325895,-1.0701729902739052,90.8350404293024,0.1175,0.897
1787312654.1663373,-2.499269090347614,-0.9794808513124081,89.93774025040597,-2.424584130561541,-1.0701729867260534,90.83503913107513,0.1175,0.897
1787312654.2349374,-2.4992690902847,-0.9794808513522879,89.93773970537717,-2.4245841231749172,-1.0701729993390117,90.8350391681183,0.1175,0.897
1787312654.3659513,-2.4992690903451593,-0.9794808513643923,89.93774025192832,-2.4245841284028153,-1.0701729909811752,90.83503913354285,0.1175,0.897
1787312654.442671,-2.4992690903501464,-0.9794808512980064,89.93774025032009,-2.4245841310316125,-1.070172987560971,90.83503911189,0.1175,0.897
1787312654.5103593,-2.499269090285022,-0.9794808513332411,89.93773970542668,-2.4245841221440303,-1.0701729983449793,90.83503920300946,0.1175,0.897
1787312654.6522121,-2.499269090347638,-0.9794808513382239,89.93774025174002,-2.4245841275851823,-1.0701729914150082,90.83503914129082,0.1175,0.897
1787312654.7181246,-2.499269090350383,-0.9794808512721073,89.9377402503697,-2.424584122372542,-1.0701730002367313,90.83503917647194,0.1175,0.897
1787312654.8480322,-2.4992690903319907,-0.9794808513584505,89.9377402535401,-2.424584128206333,-1.0701729911461006,90.83503913620856,0.1175,0.897
1787312654.918964,-2.4992690903473,-0.9794808513083948,89.9377402516978,-2.424584116378163,-1.0701730183419664,90.83504054448962,0.1175,0.897
1787312655.0587418,-2.499269090333622,-0.9794808514052287,89.93774025529669,-2.42458412234313,-1.0701729981359884,90.83503920300518,0.1175,0.897
