t_s,odom_x,odom_y,odom_yaw_rad,gt_x,gt_y,gt_yaw_rad,exp_label,speed_cmd
0.0000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.0499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.0999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.1500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.1999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.2500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.3000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.3500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.4000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.4499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.5000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.5499,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.6000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.6499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.6999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.7499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.7999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.8500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.9000,0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
0.9500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.0000,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.0500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.1000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.1500,-0.000000,0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.2000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.2500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.3000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.3499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.4000,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.4500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.5000,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.5500,-0.000000,0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.6000,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.6500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.7000,0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.7500,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.7999,0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.8500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.9001,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
1.9501,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.0000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.0500,0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.1001,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.1500,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.2000,-0.000000,0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.2501,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.3000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.3500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.4000,-0.000000,0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.4499,0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.5000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.5499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.6000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.6500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.6999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.7499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.7999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.8499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.9000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.9500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
2.9999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.0499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.1000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.1500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.2000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.2500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.3000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.3499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.3999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.4500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.4999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.5499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.6000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.6499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.7000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.7500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.8000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.8499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.8999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.9500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
3.9999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.0500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.1000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.1500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.2000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.2499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.2999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.3499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.3999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.4500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.4999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.5500,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.5999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.6500,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.7000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.7500,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.8000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.8499,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.8999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
4.9500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
5.0000,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
5.0500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
5.0999,-0.000000,-0.000000,-0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
5.1500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
5.2000,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
5.2500,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
5.2999,-0.000000,-0.000000,0.000000,-0.386481,-0.007020,0.000005,exp1_straight,1.000
5.3499,0.000000,-0.000049,-0.000057,-0.386473,-0.006580,-0.000219,exp1_straight,1.000
5.4000,0.000048,-0.000950,-0.000888,-0.386419,-0.005428,-0.000883,exp1_straight,1.000
5.4500,0.000230,-0.003123,-0.001967,-0.386319,-0.003773,-0.001961,exp1_straight,1.000
5.5000,0.000322,-0.005091,-0.002612,-0.386241,-0.002853,-0.002606,exp1_straight,1.000
5.5500,0.000514,-0.006949,-0.003290,-0.386050,-0.001894,-0.003285,exp1_straight,1.000
5.6000,0.000789,-0.007435,-0.003460,-0.385600,-0.001638,-0.003422,exp1_straight,1.000
5.6500,0.001400,-0.006449,-0.003192,-0.385123,-0.001935,-0.003187,exp1_straight,1.000
5.7000,0.001904,-0.004715,-0.002347,-0.384145,-0.003127,-0.002342,exp1_straight,1.000
5.7499,0.002234,-0.002096,-0.001432,-0.383131,-0.005091,-0.000905,exp1_straight,1.000
5.7999,0.002363,0.002689,0.000978,-0.382301,-0.007512,0.000983,exp1_straight,1.000
5.8500,0.003249,0.006293,0.003999,-0.381445,-0.008711,0.004005,exp1_straight,1.000
5.9000,0.004135,0.008512,0.004536,-0.380563,-0.009252,0.004541,exp1_straight,1.000
5.9500,0.005284,0.009060,0.004466,-0.379266,-0.008966,0.004471,exp1_straight,1.000
5.9999,0.006452,0.008250,0.003963,-0.378092,-0.008102,0.003968,exp1_straight,1.000
6.0499,0.008374,0.005762,0.002634,-0.375946,-0.005922,0.002639,exp1_straight,1.000
6.1000,0.009873,0.002317,-0.001862,-0.373053,-0.002307,-0.001856,exp1_straight,1.000
6.1500,0.011532,-0.002881,-0.007087,-0.371428,-0.000404,-0.007276,exp1_straight,1.000
6.2000,0.012661,-0.006578,-0.007744,-0.370192,-0.000169,-0.007738,exp1_straight,1.000
6.2500,0.014588,-0.007234,-0.007331,-0.367571,-0.001643,-0.007133,exp1_straight,1.000
6.3000,0.017446,-0.005591,-0.005604,-0.364761,-0.004573,-0.005598,exp1_straight,1.000
6.3500,0.019664,-0.003596,-0.003843,-0.362501,-0.007905,-0.003838,exp1_straight,1.000
6.4000,0.020655,-0.000403,-0.000978,-0.361068,-0.012479,-0.000414,exp1_straight,1.000
6.4500,0.020846,0.006793,0.000441,-0.360473,-0.012442,0.000446,exp1_straight,1.000
6.5000,0.021985,0.010532,0.000598,-0.358897,-0.011534,0.000594,exp1_straight,1.000
6.5500,0.024410,0.014063,0.000083,-0.356540,-0.009665,0.000088,exp1_straight,1.000
6.6000,0.026360,0.014909,-0.000799,-0.354395,-0.007498,-0.000793,exp1_straight,1.000
6.6499,0.027882,0.014483,-0.001802,-0.351991,-0.004187,-0.002413,exp1_straight,1.000
6.7000,0.030037,0.012731,-0.003837,-0.350355,-0.001464,-0.003832,exp1_straight,1.000
6.7500,0.031195,0.009424,-0.006148,-0.348860,0.001874,-0.006142,exp1_straight,1.000
6.7999,0.031451,0.007539,-0.006914,-0.348719,0.002322,-0.006908,exp1_straight,1.000
6.8499,0.032257,0.003164,-0.007222,-0.347875,0.001556,-0.007216,exp1_straight,1.000
6.9002,0.033488,0.000589,-0.006984,-0.345908,-0.000276,-0.006755,exp1_straight,1.000
6.9500,0.035381,-0.000937,-0.006024,-0.344384,-0.002101,-0.006019,exp1_straight,1.000
6.9999,0.037604,-0.000952,-0.004394,-0.341853,-0.005627,-0.004389,exp1_straight,1.000
7.0499,0.039160,0.000004,-0.002900,-0.340269,-0.008382,-0.002895,exp1_straight,1.000
7.0999,0.040274,0.001979,-0.000020,-0.338294,-0.010300,-0.000015,exp1_straight,1.000
7.1499,0.041167,0.004988,0.003820,-0.337078,-0.010520,0.005822,exp1_straight,1.000
7.2000,0.042120,0.008148,0.009604,-0.336435,-0.010299,0.009609,exp1_straight,1.000
7.2499,0.042852,0.009329,0.011340,-0.335336,-0.009131,0.011110,exp1_straight,1.000
7.2999,0.044328,0.008892,0.010363,-0.334229,-0.007659,0.010368,exp1_straight,1.000
7.3499,0.046069,0.007117,0.008724,-0.332203,-0.004691,0.008730,exp1_straight,1.000
7.3999,0.046957,0.005428,0.006723,-0.330975,-0.002453,0.006729,exp1_straight,1.000
7.4499,0.048494,0.002901,0.003376,-0.329590,-0.000461,0.003381,exp1_straight,1.000
7.5000,0.049970,0.001087,-0.000362,-0.328745,0.000580,-0.000357,exp1_straight,1.000
7.5499,0.051015,0.000018,-0.005281,-0.327663,0.001580,-0.005276,exp1_straight,1.000
7.6000,0.052089,0.000984,-0.007009,-0.326564,0.001438,-0.007004,exp1_straight,1.000
7.6500,0.055126,0.003044,-0.004173,-0.323026,-0.004154,-0.004168,exp1_straight,1.000
7.7002,0.056664,0.003293,-0.000291,-0.320201,-0.012940,0.000935,exp1_straight,1.000
7.7500,0.057036,0.004983,0.003413,-0.319125,-0.018903,0.003839,exp1_straight,1.000
7.7999,0.058059,0.005265,0.005272,-0.318255,-0.022172,0.005278,exp1_straight,1.000
7.8500,0.059143,0.004228,0.006060,-0.317170,-0.024238,0.006066,exp1_straight,1.000
7.8999,0.060515,0.001982,0.006344,-0.315558,-0.025514,0.006350,exp1_straight,1.000
7.9500,0.062414,-0.001027,0.005516,-0.313403,-0.024498,0.005521,exp1_straight,1.000
8.0000,0.063914,-0.003411,0.004433,-0.311830,-0.022711,0.004439,exp1_straight,1.000
8.0500,0.065210,-0.006613,0.000773,-0.309822,-0.019280,0.000778,exp1_straight,1.000
8.1001,0.066450,-0.008834,-0.006067,-0.308664,-0.014976,-0.011269,exp1_straight,1.000
8.1499,0.068178,-0.010724,-0.012294,-0.307573,-0.013106,-0.012289,exp1_straight,1.000
8.1999,0.069296,-0.010897,-0.012792,-0.305962,-0.011008,-0.013141,exp1_straight,1.000
8.2499,0.070565,-0.009464,-0.013640,-0.305073,-0.010246,-0.013635,exp1_straight,1.000
8.2999,0.072071,-0.006479,-0.013288,-0.303489,-0.010109,-0.013283,exp1_straight,1.000
8.3499,0.073139,-0.003428,-0.012718,-0.302059,-0.009997,-0.012638,exp1_straight,1.000
8.3999,0.074211,0.001519,-0.010767,-0.301535,-0.008644,-0.010762,exp1_straight,1.000
8.4499,0.075031,0.006695,-0.011181,-0.300697,-0.005849,-0.011175,exp1_straight,1.000
8.5000,0.075754,0.010603,-0.011744,-0.300068,-0.003615,-0.011738,exp1_straight,1.000
8.5499,0.076993,0.013898,-0.013182,-0.298682,0.000521,-0.013177,exp1_straight,1.000
8.5999,0.078239,0.015290,-0.014621,-0.296650,0.005947,-0.015471,exp1_straight,1.000
8.6499,0.079483,0.015934,-0.017362,-0.295099,0.010095,-0.017357,exp1_straight,1.000
8.7000,0.080289,0.014054,-0.021881,-0.293744,0.014007,-0.021876,exp1_straight,1.000
8.7500,0.080868,0.012036,-0.027354,-0.293288,0.015841,-0.027348,exp1_straight,1.000
8.7999,0.081745,0.009778,-0.033113,-0.292732,0.017414,-0.033108,exp1_straight,1.000
8.8499,0.082756,0.008658,-0.033234,-0.291668,0.017358,-0.033228,exp1_straight,1.000
8.8999,0.084312,0.008354,-0.032321,-0.290024,0.015243,-0.032316,exp1_straight,1.000
8.9500,0.085701,0.008291,-0.031136,-0.288658,0.012620,-0.031130,exp1_straight,1.000
8.9999,0.087382,0.008914,-0.028124,-0.286629,0.007486,-0.028119,exp1_straight,1.000
9.0499,0.088078,0.009759,-0.023786,-0.285761,0.002141,-0.019445,exp1_straight,1.000
9.0999,0.087869,0.010780,-0.013305,-0.286072,-0.000574,-0.013300,exp1_straight,1.000
9.1499,0.088412,0.010247,-0.007366,-0.285640,-0.003906,-0.007360,exp1_straight,1.000
9.1999,0.089315,0.008752,-0.004341,-0.284121,-0.006329,-0.003493,exp1_straight,1.000
9.2499,0.091355,0.005227,-0.003213,-0.282291,-0.007317,-0.003208,exp1_straight,1.000
9.3000,0.093548,0.001076,-0.004833,-0.278763,-0.008023,-0.004828,exp1_straight,1.000
9.3500,0.095042,-0.003171,-0.008645,-0.276386,-0.007860,-0.008640,exp1_straight,1.000
9.4000,0.096194,-0.007392,-0.012375,-0.273511,-0.007952,-0.012370,exp1_straight,1.000
9.4500,0.097855,-0.010583,-0.013385,-0.271775,-0.008617,-0.013380,exp1_straight,1.000
9.4999,0.099911,-0.013157,-0.014159,-0.269328,-0.010326,-0.014154,exp1_straight,1.000
9.5499,0.101292,-0.013941,-0.015105,-0.267459,-0.013194,-0.015478,exp1_straight,1.000
9.5999,0.102578,-0.014009,-0.016172,-0.266657,-0.015771,-0.016167,exp1_straight,1.000
9.6499,0.103537,-0.012033,-0.023329,-0.266983,-0.018287,-0.023324,exp1_straight,1.000
9.7000,0.102878,-0.009251,-0.024515,-0.267757,-0.019088,-0.024509,exp1_straight,1.000
9.7500,0.102920,-0.006079,-0.023979,-0.268214,-0.018907,-0.023974,exp1_straight,1.000
9.7999,0.103354,-0.003407,-0.024055,-0.267579,-0.017304,-0.024251,exp1_straight,1.000
9.8499,0.104625,-0.001033,-0.024996,-0.266490,-0.015229,-0.024991,exp1_straight,1.000
9.9000,0.107062,0.000033,-0.026966,-0.263548,-0.010672,-0.026961,exp1_straight,1.000
9.9500,0.108548,0.000158,-0.028691,-0.261502,-0.006946,-0.028685,exp1_straight,1.000
9.9999,0.109809,-0.000699,-0.035061,-0.258744,-0.000807,-0.035056,exp1_straight,1.000
10.0499,0.110382,-0.001911,-0.037111,-0.256765,0.002813,-0.038492,exp1_straight,1.000
10.0999,0.112002,-0.002732,-0.041085,-0.255433,0.004936,-0.041080,exp1_straight,1.000
10.1500,0.113573,-0.001842,-0.043743,-0.253718,0.007356,-0.043738,exp1_straight,1.000
10.1999,0.114447,-0.000296,-0.043832,-0.253008,0.007803,-0.043827,exp1_straight,1.000
10.2499,0.115530,0.001800,-0.042916,-0.251947,0.006394,-0.042910,exp1_straight,1.000
10.2999,0.116035,0.003449,-0.039849,-0.250466,0.003678,-0.037651,exp1_straight,1.000
10.3499,0.116471,0.006315,-0.034280,-0.249559,0.002039,-0.034275,exp1_straight,1.000
10.3999,0.118576,0.008878,-0.030308,-0.248182,0.000564,-0.030303,exp1_straight,1.000
10.4499,0.119609,0.010107,-0.028660,-0.246989,-0.000208,-0.027932,exp1_straight,1.000
10.4999,0.120656,0.010089,-0.027131,-0.246237,-0.000112,-0.027126,exp1_straight,1.000
10.5499,0.122171,0.008267,-0.027945,-0.244448,0.001050,-0.027940,exp1_straight,1.000
10.5999,0.123199,0.006484,-0.028860,-0.243049,0.002328,-0.028855,exp1_straight,1.000
10.6500,0.123966,0.002819,-0.030994,-0.241240,0.004176,-0.030989,exp1_straight,1.000
10.7000,0.124501,0.000664,-0.033763,-0.240239,0.004905,-0.033758,exp1_straight,1.000
10.7500,0.126177,-0.003509,-0.041524,-0.238344,0.005672,-0.041519,exp1_straight,1.000
10.7999,0.128133,-0.004769,-0.041293,-0.235688,0.004415,-0.041109,exp1_straight,1.000
10.8499,0.130508,-0.003635,-0.039433,-0.232339,0.001039,-0.039427,exp1_straight,1.000
10.8999,0.131509,-0.002212,-0.037758,-0.230013,-0.003339,-0.037206,exp1_straight,1.000
10.9499,0.131849,0.000257,-0.035521,-0.230010,-0.005654,-0.035516,exp1_straight,1.000
10.9999,0.129843,0.002207,-0.034784,-0.229959,-0.006642,-0.034778,exp1_straight,1.000
11.0499,0.130727,0.004444,-0.033975,-0.229016,-0.007745,-0.033970,exp1_straight,1.000
11.0999,0.131969,0.005273,-0.033722,-0.227084,-0.008230,-0.033680,exp1_straight,1.000
11.1499,0.134057,0.004774,-0.033871,-0.225339,-0.008050,-0.033866,exp1_straight,1.000
11.1999,0.136639,0.002433,-0.034726,-0.222272,-0.006948,-0.034721,exp1_straight,1.000
11.2500,0.138118,0.000488,-0.035737,-0.220189,-0.005800,-0.035731,exp1_straight,1.000
11.2999,0.139239,-0.003324,-0.039657,-0.217553,-0.003116,-0.039652,exp1_straight,1.000
11.3500,0.140204,-0.006155,-0.041637,-0.215287,-0.001587,-0.041632,exp1_straight,1.000
11.4000,0.141496,-0.007978,-0.042985,-0.213884,-0.000900,-0.042980,exp1_straight,1.000
11.4499,0.143072,-0.008720,-0.044743,-0.212029,-0.000591,-0.044737,exp1_straight,1.000
11.5000,0.144325,-0.007826,-0.047411,-0.210882,-0.001297,-0.047406,exp1_straight,1.000
11.5499,0.145023,-0.006431,-0.047890,-0.210033,-0.002907,-0.047471,exp1_straight,1.000
11.5999,0.145733,-0.003815,-0.044933,-0.209666,-0.004166,-0.044790,exp1_straight,1.000
11.6500,0.146203,0.006060,-0.044598,-0.209236,-0.001764,-0.044593,exp1_straight,1.000
11.7000,0.148686,0.015239,-0.045634,-0.206755,0.003051,-0.045628,exp1_straight,1.000
11.7499,0.150887,0.020046,-0.047155,-0.204470,0.007599,-0.047149,exp1_straight,1.000
11.7999,0.153068,0.022359,-0.049728,-0.200993,0.015654,-0.050515,exp1_straight,1.000
11.8500,0.157448,0.023270,-0.054667,-0.198235,0.024027,-0.054662,exp1_straight,1.000
11.8999,0.158442,0.020855,-0.060478,-0.198171,0.029084,-0.062704,exp1_straight,1.000
11.9499,0.157463,0.018716,-0.063421,-0.198450,0.030274,-0.063673,exp1_straight,1.000
11.9999,0.157542,0.015469,-0.064000,-0.198278,0.030303,-0.063995,exp1_straight,1.000
12.0500,0.158425,0.012412,-0.063947,-0.197250,0.029267,-0.063942,exp1_straight,1.000
12.1000,0.159624,0.010932,-0.063456,-0.196052,0.027715,-0.063451,exp1_straight,1.000
12.1499,0.161673,0.009754,-0.061858,-0.193751,0.023676,-0.061853,exp1_straight,1.000
12.1999,0.163505,0.009141,-0.060185,-0.191173,0.017555,-0.059206,exp1_straight,1.000
12.2500,0.165765,0.009137,-0.056581,-0.189664,0.012883,-0.056576,exp1_straight,1.000
12.2999,0.166947,0.009581,-0.046924,-0.187974,0.005268,-0.046919,exp1_straight,1.000
12.3499,0.168325,0.009222,-0.045076,-0.186119,-0.000542,-0.044300,exp1_straight,1.000
12.3999,0.170113,0.007251,-0.043108,-0.184884,-0.004034,-0.043103,exp1_straight,1.000
12.4500,0.171481,0.003461,-0.040423,-0.183311,-0.008387,-0.040418,exp1_straight,1.000
12.5000,0.172152,-0.000389,-0.038679,-0.182709,-0.010353,-0.038674,exp1_straight,1.000
12.5499,0.172355,-0.004932,-0.039553,-0.182371,-0.011528,-0.039547,exp1_straight,1.000
12.6000,0.171988,-0.009149,-0.043500,-0.181951,-0.011880,-0.046341,exp1_straight,1.000
12.6499,0.172486,-0.013738,-0.046945,-0.181414,-0.012999,-0.046940,exp1_straight,1.000
12.6999,0.173515,-0.018335,-0.047559,-0.180514,-0.015213,-0.047553,exp1_straight,1.000
12.7499,0.174486,-0.020571,-0.046890,-0.179549,-0.017272,-0.046885,exp1_straight,1.000
12.7999,0.176768,-0.021649,-0.045336,-0.178048,-0.020967,-0.045331,exp1_straight,1.000
12.8499,0.179507,-0.020487,-0.044102,-0.177534,-0.023701,-0.043020,exp1_straight,1.000
12.8999,0.181545,-0.017407,-0.038940,-0.177678,-0.024836,-0.038935,exp1_straight,1.000
12.9499,0.181725,-0.013827,-0.029298,-0.178484,-0.025219,-0.029293,exp1_straight,1.000
12.9999,0.181921,-0.010367,-0.027703,-0.178604,-0.024073,-0.027752,exp1_straight,1.000
13.0499,0.182630,-0.006865,-0.028156,-0.178063,-0.022508,-0.028151,exp1_straight,1.000
13.0999,0.183685,-0.004967,-0.029043,-0.176287,-0.018445,-0.029695,exp1_straight,1.000
13.1500,0.185789,-0.003193,-0.031452,-0.173500,-0.012058,-0.032426,exp1_straight,1.000
13.2000,0.188203,-0.001302,-0.037875,-0.169069,-0.000081,-0.037870,exp1_straight,1.000
13.2500,0.188085,-0.002317,-0.041940,-0.166968,0.008444,-0.041934,exp1_straight,1.000
13.3000,0.188797,-0.002773,-0.044367,-0.166116,0.013841,-0.044361,exp1_straight,1.000
13.3499,0.190043,-0.002479,-0.045015,-0.164312,0.015354,-0.044989,exp1_straight,1.000
13.3999,0.191397,-0.001888,-0.044703,-0.163309,0.014754,-0.044697,exp1_straight,1.000
13.4500,0.193109,-0.000826,-0.043330,-0.161519,0.011923,-0.043324,exp1_straight,1.000
13.4999,0.194513,0.000006,-0.041861,-0.160199,0.008845,-0.041855,exp1_straight,1.000
13.5499,0.195821,0.001582,-0.037797,-0.158531,0.003354,-0.037791,exp1_straight,1.000
13.5999,0.196849,0.002839,-0.031781,-0.157226,-0.002205,-0.030980,exp1_straight,1.000
13.6499,0.198666,0.003606,-0.028747,-0.156140,-0.004966,-0.028742,exp1_straight,1.000
13.6999,0.200776,0.002505,-0.025962,-0.154443,-0.008545,-0.025956,exp1_straight,1.000
13.7500,0.201761,0.000734,-0.024696,-0.153546,-0.010451,-0.024690,exp1_straight,1.000
13.7999,0.202471,-0.002982,-0.022811,-0.152828,-0.012019,-0.022806,exp1_straight,1.000
13.8499,0.202747,-0.006150,-0.023854,-0.152281,-0.011783,-0.025359,exp1_straight,1.000
13.8999,0.202699,-0.009903,-0.031739,-0.151846,-0.011282,-0.031733,exp1_straight,1.000
