t,gt_x,gt_y,gt_yaw,ekf_x,ekf_y,ekf_yaw,ekf_err,ekf_yaw_err,fix_x,fix_y,fix_yaw,fix_err
1787536194.703999,-2.4625789058054353,1.6121783768487574e-06,-3.512232522480072e-05,-2.6933531579022842,-0.006383798198681382,-0.003303827641452732,0.2309,0.003,,,,
1787536194.777016,-2.4629486294454526,1.580418683704536e-06,-3.366579456436754e-05,-2.693348150366296,-0.006404260071989724,-0.0035045667917778414,0.2305,0.003,,,,
1787536194.8590887,-2.4633862633174335,1.5495333870317216e-06,-3.2324253574831615e-05,-2.693350412337966,-0.00639658754113865,-0.0034327074816501548,0.2301,0.003,,,,
1787536195.008707,-2.4644687845460926,1.4940997955976444e-06,-2.9365500814089026e-05,-2.693350046100079,-0.006397910218602829,-0.0034312735807076693,0.2290,0.003,,,,
1787536195.0808487,-2.465115760898909,1.4683263762059484e-06,-2.7949674203115997e-05,-2.6933501554825723,-0.00639757998563571,-0.0034163021246762927,0.2283,0.003,,,,
1787536195.1589167,-2.4658348277650597,1.4438505802860885e-06,-2.6423308569750285e-05,-2.6933492143571693,-0.006400247132474586,-0.0034227313143973983,0.2276,0.003,,,,
1787536195.3230221,-2.467494874065465,1.4002129949513544e-06,-2.3262231426604346e-05,-2.693348699412142,-0.006401649298445764,-0.0034229424099743847,0.2259,0.003,,,,
1787536195.4138355,-2.4684390118623987,1.3796304975668906e-06,-2.1698958849077724e-05,-2.6933476357486485,-0.006404574971088017,-0.003428001863517593,0.2250,0.003,,,,
1787536195.489745,-2.469461558818347,1.359879380793212e-06,-2.0029114386804774e-05,-2.693346724517204,-0.006407061948858992,-0.003431086991075504,0.2240,0.003,,,,
1787536195.5749416,-2.47056443577109,1.3411167565711534e-06,-1.831602542910315e-05,-2.693345349780883,-0.006410839277954721,-0.003435200520863453,0.2229,0.003,,,,
1787536195.7224374,-2.4730195546980185,1.3060787605651718e-06,-1.4744120526416716e-05,-2.6933449920589507,-0.006411779246120898,-0.003435232021356907,0.2204,0.003,-2.848251216877161,-0.0003800037927600709,-0.0036408816105547998,0.3752
1787536195.796331,-2.474376330686262,1.2886880576428491e-06,-1.2849592650384795e-05,-2.693342776673769,-0.006418014507192439,-0.00344035624727787,0.2191,0.003,-2.848251216877161,-0.0003800037927600709,-0.0036408816105547998,0.3739
1787536195.877126,-2.475822504895083,1.2896215397678894e-06,-1.128646399530985e-05,-2.693341317207207,-0.006403894647999818,-0.20925442188921906,0.2176,0.209,-2.848251216877161,-0.0003800037927600709,-0.0036408816105547998,0.3724
1787536196.026418,-2.4789936887341995,3.1109467178645463e-06,-4.2044673595611485e-05,-2.579183326519694,0.0008070109463773146,0.017728382375339174,0.1002,0.018,-2.5529930298368964,0.0013690126040420342,0.00812714783243598,0.0740
1787536196.0963569,-2.480212858824736,5.806551554284577e-06,-8.231254525138599e-05,-2.5738232573164064,2.2159778230650823e-05,0.006004362643384513,0.0936,0.006,-2.5679708683484352,-0.00038454318180919866,0.011424970403548397,0.0878
1787536196.2226439,-2.482307276246606,1.1207532835424278e-05,-0.00014719452647836523,-2.5736020253529226,-9.207136468543499e-06,0.005035432490665998,0.0913,0.005,-2.5679708683484352,-0.00038454318180919866,0.011424970403548397,0.0857
1787536196.3030276,-2.483140210470579,1.1344345754136522e-05,-0.00013792311341769505,-2.548433558201983,0.0007730909323698067,-0.012734552563460103,0.0653,0.013,-2.5206516098342022,0.0011114262016053032,-0.01784352738491286,0.0375
1787536196.384933,-2.4838293443714257,1.0243135400349763e-05,-0.00011307518607394599,-2.499076545979945,0.0015992122929567461,-0.040044403290764766,0.0153,0.040,-2.4760192813247746,0.0020685718237296313,-0.046779557818745356,0.0081
1787536196.4807246,-2.484375324020076,8.458712547632232e-06,-8.231074042701662e-05,-2.462285827596874,-0.006083913589554397,0.023794118950468558,0.0229,0.024,-2.4412458120812373,-0.007994107839925628,0.046454483127403724,0.0439
1787536196.5618663,-2.484778701138479,6.646585891418135e-06,-5.4308775279172934e-05,-2.458734237240623,-0.00650368672452251,0.023683724482833356,0.0268,0.024,-2.4412458120812373,-0.007994107839925628,0.046454483127403724,0.0443
1787536196.7027292,-2.4851588717458273,7.219148793462428e-06,-5.43663069699712e-05,-2.4367518981084535,-0.029676880527344074,0.26999396009957016,0.0568,0.270,-2.4286451888819927,-0.03424181614976203,0.3221459788543363,0.0661
1787536196.776278,-2.4851359363837022,7.820503654519013e-06,-6.017410085343875e-05,-2.4310961348792848,-0.031966914635597886,0.281578922433108,0.0628,0.282,-2.4286451888819927,-0.03424181614976203,0.3221459788543363,0.0661
1787536196.9223464,-2.4846637413504027,5.510168124285076e-06,-3.3222898021873594e-05,-2.442673240756358,-0.018111551673812145,0.21355797545307414,0.0457,0.214,-2.4491109702742153,-0.015078214412294498,0.18001940646882708,0.0386
1787536197.0024915,-2.4842139258508147,2.3821380612768395e-06,4.272105081874876e-06,-2.4467575689027825,-0.03606756761863561,0.2951734974644298,0.0520,0.295,-2.4522224164404656,-0.041868871821041084,0.3652348082612454,0.0527
1787536197.073743,-2.4836209939124405,-1.9956391942670116e-06,5.9698800928116963e-05,-2.442679402100789,-0.03891385147120014,0.3075130250601442,0.0565,0.307,-2.4522224164404656,-0.041868871821041084,0.3652348082612454,0.0523
1787536197.2281666,-2.482002388097964,-1.1416186012116883e-05,0.00019545188097758707,-2.4292494984781903,-0.0285035575336095,0.3056594163281363,0.0600,0.305,-2.46864843662406,-0.031072187229971186,0.3206180822122048,0.0338
1787536197.289044,-2.480974507534173,-1.5601935879193765e-05,0.00026711627544966077,-2.4477532988563158,-0.03022852202362284,0.309818867694933,0.0449,0.310,-2.46864843662406,-0.031072187229971186,0.3206180822122048,0.0334
1787536197.4230835,-2.47844748244125,0.00029339744489749616,-0.006256563749758311,-2.443271480550885,-0.03272749499428923,0.3266334369223629,0.0482,0.333,-2.438759355155641,-0.03131666531039057,0.40686652454853384,0.0507
1787536197.4941552,-2.47739451582144,0.0007007114552369211,-0.02540124498790329,-2.4396934517148834,-0.03162539159281425,0.4104830310641736,0.0497,0.436,-2.438759355155641,-0.03131666531039057,0.40686652454853384,0.0502
1787536197.5656078,-2.4765021610485567,0.0010926445776821645,-0.08625400431520487,-2.4359448218569573,-0.03416213150911478,0.9173498992834854,0.0537,1.004,-2.4666013469312493,-0.01091203543815454,-0.05103093269425394,0.0156
1787536197.7099774,-2.4745826837487046,0.0012253686317675158,-0.22167668043300645,-2.4525950424800476,-0.015366221362378307,-0.002126528554026399,0.0275,0.220,-2.645952543407554,0.051113926362189456,-1.3735565522573703,0.1785
1787536197.7876668,-2.4736208797605426,0.0007608918130144238,-0.3573876399356958,-2.495598927752578,0.008039452693097924,-0.6206108951347058,0.0232,0.263,-2.547847105094373,0.010112049305805497,-0.5574672165528409,0.0748
1787536197.870795,-2.472706979475918,0.00011621631062648256,-0.4234787854254894,-2.5156507802206765,0.010485738885397607,-0.565162759038021,0.0442,0.142,-2.64932369427577,0.058604028241101676,-1.7221665032371745,0.1860
1787536198.0137005,-2.4712510430851236,-0.0001902904972986993,-0.3727933280036682,-2.558624107882402,0.03229159968688599,-1.2641495960290179,0.0932,0.891,-2.64932369427577,0.058604028241101676,-1.7221665032371745,0.1875
1787536198.0777442,-2.470568213366251,0.000285566350277767,-0.3959516085420222,-2.571139038435743,0.03841973898318571,-0.7104254736906778,0.1076,0.314,-2.64932369427577,0.058604028241101676,-1.7221665032371745,0.1880
1787536198.2129364,-2.4698440151080923,0.0014432636402306634,-0.5168672572372819,-2.5480276740857137,0.028964786860486157,-0.64553310259839,0.0829,0.129,-2.64932369427577,0.058604028241101676,-1.7221665032371745,0.1884
1787536198.2911713,-2.4697631484704003,0.0017844872314440922,-0.5877898747858129,-2.547763802980556,0.028892755081683614,-0.6464906726882556,0.0826,0.059,-2.64932369427577,0.058604028241101676,-1.7221665032371745,0.1883
1787536198.373713,-2.469619210749009,0.0018382960752710946,-0.6671633011322158,-2.5474084712304883,0.02741740707040365,1.1180628467758436,0.0819,1.785,-2.64932369427577,0.058604028241101676,-1.7221665032371745,0.1885
1787536198.5227315,-2.4692322628004217,0.001091268672167928,-0.6637534458405492,-2.547413339859853,0.02742224825141946,1.121745243554115,0.0825,1.785,-2.64932369427577,0.058604028241101676,-1.7221665032371745,0.1891
1787536198.60094,-2.4691406775884737,0.0008178796747453242,-0.46755873880868853,-2.54723188580881,-0.0008794381535471574,-0.7217929371523887,0.0781,0.254,-2.547529884331265,-0.0015512882298028357,-0.7223674212350557,0.0784
1787536198.6734397,-2.4685485070983737,0.001069024676774478,-0.4678231472196303,-2.5769786443735017,0.019460453096012072,-1.4274789172962337,0.1100,0.960,-2.643793006790664,0.04680906269095842,-1.9066610431194757,0.1811
1787536198.7941005,-2.467250072514865,0.002341955207901013,-0.6112168202747674,-2.5772845454200293,0.01975171593782994,-1.4610388587661434,0.1114,0.850,-2.643793006790664,0.04680906269095842,-1.9066610431194757,0.1821
1787536198.8883872,-2.4662024068293857,0.0036158945130113865,-0.7188091451464055,-2.5770120330345416,0.01852027154401891,-0.6969934264884652,0.1118,0.022,-2.6610098179754464,-0.0694861500020091,0.8308288879794385,0.2081
1787536199.0248294,-2.465029317613222,0.004138710616996949,-0.9152041315056,-2.5998447166417717,-0.03798507499156487,0.3184621680818119,0.1412,1.234,-2.6478640603927386,-0.06022688468931895,0.6586307680940047,0.1938
1787536199.0978382,-2.4643163942388044,0.003911144304927826,-1.0466380642603095,-2.6188288711802583,-0.05004120681513764,0.4152993864419343,0.1637,1.462,-2.574087380950745,-0.04353218971720742,0.2460336273203845,0.1196
1787536199.1795316,-2.4636859915265967,0.003551390336787923,-1.0438410604765156,-2.5998339898280034,-0.04842544838053601,0.3420329620069791,0.1457,1.386,-2.537588106351379,0.005751362774888187,-0.9265295694628081,0.0739
1787536199.2587483,-2.463111329445409,0.003398561832660119,-0.915171782797958,-2.572336662378053,-0.013153269964453318,-0.5959288939932806,0.1105,0.319,-2.5414839514073257,0.0030344233045828195,-0.9863451955131387,0.0784
1787536199.4033027,-2.461409227981161,0.003929707121001644,-0.8466167657618202,-2.559975166726252,-0.0050484153548203455,-0.24068061773287924,0.0990,0.606,-2.5414839514073257,0.0030344233045828195,-0.9863451955131387,0.0801
1787536199.4728339,-2.460896216960307,0.004251501213678264,-0.8666687924913418,-2.5793701872803045,-0.0333263932921544,-0.23208374216137026,0.1243,0.635,-2.6181881679407155,-0.05261515569888294,0.06816191618793908,0.1673
1787536199.6142478,-2.4599780130002182,0.004487670685366936,-1.1787820561508646,-2.5811052820771443,-0.03739755734164635,0.5730342357774467,0.1282,1.752,-2.6341756950447914,-0.07021201843361237,0.5786872459839418,0.1895
1787536199.6847768,-2.459434223274447,0.0041783176383734895,-1.346432893732495,-2.601205263400595,-0.056850391745095555,0.3479003518435389,0.1543,1.694,-2.638358627419353,-0.0658461578144298,0.47153413609753914,0.1921
1787536199.8265126,-2.4584344336727524,0.0030025116792285573,-1.420109410150311,-2.5819282223950184,-0.017120684710800027,-0.9852568733174264,0.1251,0.435,-2.5453523592602196,0.005365701451606087,-1.2975476322162942,0.0870
1787536199.893536,-2.458026034336516,0.0025670568093262482,-1.2697368894581393,-2.5818505155614186,-0.01742502235606389,-0.6832604579483983,0.1254,0.586,-2.5453523592602196,0.005365701451606087,-1.2975476322162942,0.0874
1787536199.9673073,-2.4573288565703857,0.0025381577606634212,-1.2634237734722933,-2.5823970528700975,-0.0186698865211193,-0.051210029396465157,0.1269,1.212,-2.5453523592602196,0.005365701451606087,-1.2975476322162942,0.0881
1787536200.1199872,-2.45583139005166,0.00333058336753333,-1.4327886832772212,-2.5824176277873696,-0.0186929327788664,-0.052173896001019814,0.1285,1.381,-2.5453523592602196,0.005365701451606087,-1.2975476322162942,0.0895
1787536200.2255514,-2.454487326353648,0.004030062405189093,-1.5052594717239738,-2.5823936494236275,-0.01866704384810674,-0.04700500047732396,0.1299,1.458,-2.5453523592602196,0.005365701451606087,-1.2975476322162942,0.0909
1787536200.3012424,-2.4537588857186803,0.004057948987623032,-1.5562574616834,-2.5824706620435145,-0.01911125125602895,1.024303194713435,0.1308,2.581,-2.5297875326908135,-0.0008793569246086215,-1.4621255887285687,0.0762
1787536200.3783455,-2.4529744101062696,0.0038260030948154343,-1.5827479017227863,-2.553706833447396,-0.006546484424411076,-1.3664708956171787,0.1013,0.216,-2.5297875326908135,-0.0008793569246086215,-1.4621255887285687,0.0770
1787536200.5116258,-2.451615974676848,0.0030933480082949495,-1.2291697488919795,-2.5453353328379964,-0.0027043888645147465,-1.5264544030328469,0.0939,0.297,-2.5336619257866526,-0.0006673606261132009,-1.5568443854024843,0.0821
1787536200.5768025,-2.4507952335116365,0.0031076319832325484,-1.223242363787662,-2.5450764982282346,-0.002573726783367271,-1.5646644604507065,0.0945,0.341,-2.544717509735803,-0.003093759826793117,-1.5896246665910476,0.0941
1787536200.7270987,-2.4490014463227334,0.0039645688047277305,-1.292429224575646,-2.5448409144034176,-0.005723950578590456,-1.4618944618930703,0.0963,0.169,-2.623317141451727,-0.06128521833040489,-0.26608003484669773,0.1861
1787536200.8030035,-2.4485775259056517,0.004230360986057254,-1.2318859499246968,-2.56354472023809,-0.030781503091539295,-0.7900819441898098,0.1202,0.442,-2.5400264902214844,-0.007985061284631223,-1.1156712907200976,0.0923
1787536200.886223,-2.4481067647308805,0.004344996793878703,-1.282408996969237,-2.5547862616686965,-0.01819850777812054,-0.7418706961104157,0.1090,0.541,-2.5400264902214844,-0.007985061284631223,-1.1156712907200976,0.0927
1787536200.9721584,-2.447601954852724,0.004071521588364164,-1.3871976868557598,-2.5548246652963473,-0.01854316383958971,-0.36270963060929146,0.1096,1.024,-2.5259550861850713,0.0049641780950922965,-1.3661065333682179,0.0784
1787536201.0651937,-2.447132847158327,0.0033822236873604712,-1.4453245851896785,-2.54309261357905,-0.002305741101091063,-1.1920784072920874,0.0961,0.253,-2.5227909084096787,0.005294352795420203,-1.4825815009559544,0.0757
1787536201.21604,-2.446425666239834,0.001978723274978724,-1.0822469391168925,-2.535347987931677,0.0027509017695185388,-1.4436590552411988,0.0889,0.361,-2.5227909084096787,0.005294352795420203,-1.4825815009559544,0.0764
1787536201.2992718,-2.4457041649418043,0.002132006397579876,-0.9560213791157813,-2.526560490948733,-0.0015562842002832592,-1.083686048223854,0.0809,0.128,-2.5122217057921623,-0.0015215985773045309,-1.264184780021962,0.0666
1787536201.379826,-2.4449354993388197,0.0025442658211025284,-0.8774637002662378,-2.5257985153180473,-0.00237713924336685,-1.0926130891629673,0.0810,0.215,-2.5254121793309885,-0.002634195022362443,-1.0899743218407048,0.0806
1787536201.45514,-2.44438746060221,0.002808809414411369,-0.8979616960433393,-2.5258063391699825,-0.0028604660554134424,-0.9018371627809989,0.0816,0.004,-2.5155970591350445,0.00446649123518969,-0.9043937791983316,0.0712
1787536201.604225,-2.443107476420113,0.002643974455340234,-0.932457980940733,-2.5216334550428368,0.0023979464191472245,-0.8769046800603432,0.0785,0.056,-2.5155970591350445,0.00446649123518969,-0.9043937791983316,0.0725
1787536201.6818259,-2.442312441423009,0.0020262450110903637,-0.8311425365975813,-2.5147935645186097,0.012293404940198819,-1.1067527615574977,0.0732,0.276,-2.5070494251494995,0.013541896468848812,-1.1190117671677986,0.0658
1787536201.7587254,-2.44158558209016,0.0012265161129972112,-0.5919115025067063,-2.5047971150089925,0.016494437110561134,-1.2004585055294277,0.0650,0.609,-2.4969268959045468,0.017201536063139993,-1.2027382484461937,0.0576
1787536201.9251585,-2.440062504249898,0.000498797863875118,-0.21594973066763942,-2.4981679652618047,0.00632886124808996,-0.7298317525067941,0.0584,0.514,-2.4913024487803312,0.0006485927004502854,-0.6455520642581598,0.0512
1787536201.997125,-2.439114482697729,0.0008121502008641677,-0.2496544086756685,-2.495942815462843,0.006654141496733592,-0.7104872587774337,0.0571,0.461,-2.5017255942547014,0.0011376865994798956,-0.24530722240232064,0.0626
1787536202.073519,-2.4382196764699686,0.0012700051128296344,-0.39592984780091117,-2.497737367079573,0.002262947734394377,-0.2612824428555634,0.0595,0.135,-2.507025424829133,-0.00023358144082766703,-0.21322246671197387,0.0688
1787536202.2229435,-2.435642612698577,0.001496569592282141,-0.9295437109059685,-2.500485043695205,0.0005055628447602895,-0.22316355661119053,0.0649,0.706,-2.507025424829133,-0.00023358144082766703,-0.21322246671197387,0.0714
1787536202.3082066,-2.434285284391469,0.0011962241206073432,-1.188764448361402,-2.484905172173739,-0.004511334283255006,-0.17887814709284774,0.0509,1.010,-2.476531573164467,-0.0074669414172400875,-0.14129648233377065,0.0431
1787536202.3838944,-2.432952500910835,0.0006297093160689967,-1.3366212922359926,-2.4819954601827177,-0.004262505464352879,-0.5388061124145206,0.0493,0.798,-2.4921571199775525,0.0060308890178258166,-0.8243573653423087,0.0595
1787536202.5236676,-2.4305647014990357,-8.738850333848362e-06,-1.313712896963127,-2.484689622809033,0.002861681793357631,-0.9035501937201674,0.0542,0.410,-2.4921571199775525,0.0060308890178258166,-0.8243573653423087,0.0619
1787536202.5889297,-2.429337795370013,0.00014228749380336197,-1.3100811919815716,-2.4874140661610937,0.0027442955530424485,-0.7067584453548402,0.0581,0.603,-2.4921571199775525,0.0060308890178258166,-0.8243573653423087,0.0631
1787536202.7145994,-2.426885356197434,0.0010438004421998487,-1.5505681999871097,-2.519261576111683,-0.032047240170020606,-0.6118221555018638,0.0981,0.939,-2.5887469084191954,-0.05490935649550919,-0.21457795342569766,0.1713
1787536202.7820945,-2.426265234910995,0.0013135930532791862,-1.5645935092326568,-2.5194355416566343,-0.03254742453075067,-0.6055021357295993,0.0991,0.959,-2.590466020624251,-0.0603010353351948,-0.14862511498111852,0.1754
1787536202.92449,-2.4248722414627935,0.0010612598651445512,-1.647853084876357,-2.5444874342541945,-0.04748893055392436,-0.37311619954414116,0.1291,1.275,-2.590466020624251,-0.0603010353351948,-0.14862511498111852,0.1766
1787536202.9926245,-2.4241364729979837,0.000569519650427959,-1.6232571110670349,-2.5574591612916113,-0.04543591581504392,-0.5832919085889284,0.1410,1.040,-2.580110575640576,-0.046048581981484274,-0.5689828946097565,0.1628
1787536203.072313,-2.4234945468402036,-2.5639543627170992e-05,-1.4569862874740342,-2.556703710039702,-0.043279488740556295,-1.1180194081377948,0.1401,0.339,-2.597202539490336,0.06172814103387458,-2.9005517243584147,0.1844
1787536203.2291214,-2.421947318609781,-0.00011094306566051951,-1.1938266524977956,-2.5545146946073234,0.019294813364726784,-2.1844947931709005,0.1340,0.991,-2.597202539490336,0.06172814103387458,-2.9005517243584147,0.1858
1787536203.3029158,-2.4209507796852314,0.00043710827592944256,-1.234850330420708,-2.5539607719393627,0.017464823143107183,-1.4558001223382995,0.1341,0.221,-2.597202539490336,0.06172814103387458,-2.9005517243584147,0.1866
1787536203.3798108,-2.4200298021363182,0.0011770985010094437,-1.4303837630588385,-2.553930900599311,0.017339053165177355,-1.2638892598678375,0.1349,0.166,-2.5069500901802892,-0.0006263275739843148,-1.2650077008350065,0.0869
1787536203.4702914,-2.419569215806284,0.0017082953691691365,-1.4760450838011976,-2.5313052197274364,0.0022274074454050083,-1.2774025200074375,0.1117,0.199,-2.5807809354762017,0.05790939990668842,-2.698925161073525,0.1707
1787536203.5547385,-2.419043238002001,0.0018984317736359998,-1.5493745644877002,-2.542088681843147,0.03032661555089014,-2.2188502162763153,0.1263,0.669,-2.5807809354762017,0.05790939990668842,-2.698925161073525,0.1712
1787536203.7204006,-2.417941890315025,0.0014263638687797672,-1.4870853662767363,-2.5559640451073635,0.05028739118477381,-2.5855583549990455,0.1464,1.098,-2.588061840274841,0.06093630170763868,-2.8875862637281497,0.1802
1787536203.7938008,-2.4174839847326024,0.001336017054599611,-1.2401573555665577,-2.5656938452295996,0.05506515362923815,-2.782601424947713,0.1576,1.542,-2.588061840274841,0.06093630170763868,-2.8875862637281497,0.1807
1787536203.9294567,-2.4169536833659766,0.0023688708647033392,-1.2926640604857844,-2.5572146506720737,-0.0038527370250680676,-1.3421600711336494,0.1404,0.049,-2.583921689338721,-0.04390869469225638,-0.654991897079039,0.1733
1787536204.0001554,-2.4167009456069053,0.0031938118444410895,-1.4456130762229504,-2.557549889564898,-0.0059206032894670605,-1.3267907334128297,0.1411,0.119,-2.583921689338721,-0.04390869469225638,-0.654991897079039,0.1737
1787536204.0860434,-2.4163029086112,0.003826538690385991,-1.4731153262299421,-2.529461221761109,-0.003348839262169161,-1.1900143462997674,0.1134,0.283,-2.494458856613643,-0.00023804582921674116,-1.2780417168577016,0.0783
1787536204.162656,-2.415853386510077,0.004164278450528159,-1.5447774395170202,-2.507483210601756,-0.06408285826543043,0.3534766672104077,0.1143,1.898,-2.5020896923401734,-0.006381199198725005,-1.2337303873712746,0.0869
1787536204.3105054,-2.4148518017396796,0.003973411413379236,-1.5748165903701898,-2.495340583562217,-0.03051911303154886,-0.8690902441847821,0.0876,0.706,-2.5020896923401734,-0.006381199198725005,-1.2337303873712746,0.0879
1787536204.3881505,-2.4144521393429574,0.003740308116197369,-1.4044148138062384,-2.4698784957860047,0.0008473768436203302,-1.6170341953646843,0.0555,0.213,-2.458358587505705,0.012065703010453998,-1.7556855370398787,0.0447
1787536204.4675193,-2.414035083364539,0.0037730417596206424,-1.152689807189851,-2.466779020358255,0.00012651315188410488,-1.4143073599030147,0.0529,0.262,-2.4172672406299385,-0.008942653553145562,-1.2175592853475181,0.0131
1787536204.6124024,-2.412482999135241,0.004929896884100373,-1.2600136727756304,-2.439075597074475,-0.008198078956733926,-1.2064353354055988,0.0297,0.054,-2.4172672406299385,-0.008942653553145562,-1.2175592853475181,0.0147
1787536204.6815941,-2.4117804428820184,0.00570584262279366,-1.4922250809027962,-2.441996931958064,-0.013611353591013113,-0.9183864617304343,0.0359,0.574,-2.453374284338555,-0.014465619888988644,-0.9008782938096049,0.0462
1787536204.8118684,-2.4102930106966065,0.0065433406747442205,-1.5537297001730614,-2.4357646871227105,-0.0148339344289302,-0.8953890798076806,0.0333,0.658,-2.453374284338555,-0.014465619888988644,-0.9008782938096049,0.0479
1787536204.884087,-2.4094693548431794,0.006612772779398982,-1.5774947821246839,-2.4513761022312783,-0.012944228900405435,-0.9418843610051815,0.0462,0.636,-2.4655499581400147,-0.013005649979578171,-0.9307114217099578,0.0594
