t,gt_x,gt_y,gt_yaw,ekf_x,ekf_y,ekf_yaw,ekf_err,ekf_yaw_err,fix_x,fix_y,fix_yaw,fix_err
1787534602.0437343,-2.481649681841696,-4.947880843919073e-05,0.002926294502185862,-2.5,0.0,7.955032018666102,0.0184,7.952,,,,
1787534602.1049867,-2.4820599156522496,-4.6315667478704544e-05,0.002847370849322291,-2.5,0.0,7.9406011898369275,0.0179,7.938,,,,
1787534602.2492692,-2.4824364624730184,-3.9636848748409524e-05,0.002710913627936476,-2.5,0.0,7.938558021606105,0.0176,7.936,,,,
1787534602.324655,-2.4824029354641866,-3.6929449737869326e-05,0.002662122419714572,-2.5,0.0,7.940500785299034,0.0176,7.938,,,,
1787534602.4567423,-2.4818909190782064,-3.320744728513292e-05,0.0026044140123451585,-2.5,0.0,7.942329550995618,0.0181,7.940,,,,
1787534602.5226438,-2.4814108890688056,-3.100622896012096e-05,0.002576339411053643,-2.5,0.0,7.94370181862164,0.0186,7.941,,,,
1787534602.5932913,-2.4807804159833236,-2.8242399594788497e-05,0.0025420830339236526,-2.5,0.0,7.951962039039973,0.0192,7.949,,,,
1787534602.6640425,-2.47999862439063,-2.5596013345345205e-05,0.002510244228182924,-2.5,0.0,6.063822713839753,0.0200,6.061,,,,
1787534602.8493233,-2.4779761893283876,-2.1411762577577747e-05,0.0024642091996034676,-2.5,0.0,6.0605964172424605,0.0220,6.058,,,,
1787534602.955062,-2.47627618776624,-1.975199555901269e-05,0.002454852342454918,-2.5,0.0,6.057666184543454,0.0237,6.055,,,,
1787534603.0141816,-2.4755509502172357,-1.5573240235668565e-05,0.0023763915989420637,-2.5,0.0,6.059016034016166,0.0244,6.057,,,,
1787534603.134541,-2.4743716913187206,-3.846068661380377e-06,0.0021179214554125467,-2.5,0.0,0.6888664773676481,0.0256,0.687,,,,
1787534603.2018783,-2.4739164867501158,2.3939094985431578e-06,0.0019691527050199565,-2.5,0.0,0.6748627703317918,0.0261,0.673,,,,
1787534603.3243554,-2.473273870978424,1.5404886416697154e-05,0.0016483707369101628,-2.5,0.0,0.6664775283043279,0.0267,0.665,,,,
1787534603.4464874,-2.472988719550031,2.7269773938420877e-05,0.0013495494636250394,-2.5,0.0,0.6628184129836594,0.0270,0.661,,,,
1787534603.513887,-2.4729807052843333,3.2171395174061145e-05,0.0012276950307798507,-2.5,0.0,0.6608044785531102,0.0270,0.660,,,,
1787534603.6317072,-2.473236982604896,4.04020189631891e-05,0.0010340869945475312,-2.5,0.0,-7.4285955814607,0.0268,7.430,,,,
1787534603.7268271,-2.4738579106420455,4.423602988698545e-05,0.0009669199999824097,-2.5,0.0,-7.452229824034701,0.0261,7.453,,,,
1787534603.7941923,-2.4743063279381308,4.453680099317505e-05,0.0009791423299161488,-2.5,0.0,-7.46105826261105,0.0257,7.462,,,,
