t,res_kind,mkind,ref_b_x,ref_b_y,ref_b_yaw,contra_b,raw_x,raw_y,raw_yaw,chosen_x,chosen_y,chosen_yaw,ref_a_x,ref_a_y,ref_a_yaw,contra_a,resid_to_ref,reloc_x,reloc_y,reloc_yaw,prior_x,prior_y,prior_yaw,resid_m
1787538145.530,full,ok,-2.0648,-0.0562,-0.0585,0,-2.0850,-0.0388,-0.0699,-2.0850,-0.0388,-0.0699,-2.0749,-0.0475,-0.0642,0,0.0266,,,,-2.0348,-0.0543,-0.0574,0.1503
1787538145.669,full,ok,-2.0749,-0.0475,-0.0642,0,-2.1136,-0.0278,-0.0851,-2.1136,-0.0278,-0.0851,-2.0943,-0.0376,-0.0746,0,0.0435,,,,-2.0624,-0.0447,-0.0673,0.2451
1787538145.811,full,ok,-2.0943,-0.0376,-0.0746,0,-2.1130,-0.0507,-0.0801,-2.1130,-0.0507,-0.0801,-2.1036,-0.0442,-0.0774,0,0.0228,,,,-2.0826,-0.0331,-0.0835,0.2739
1787538145.925,full,ok,-2.1036,-0.0442,-0.0774,0,-2.1369,-0.0455,-0.0825,-2.1369,-0.0455,-0.0825,-2.1036,-0.0442,-0.0774,0,0.0333,,,,-2.0994,-0.0475,-0.0807,0.3966
1787538146.081,full,ok,-2.1036,-0.0442,-0.0774,0,-2.1320,-0.0489,-0.0828,-2.1320,-0.0489,-0.0828,-2.1036,-0.0442,-0.0774,0,0.0287,,,,-2.1180,-0.0474,-0.0813,0.3896
1787538146.301,full,ok,-2.1036,-0.0442,-0.0774,0,-2.1246,-0.0389,-0.0901,-2.1246,-0.0389,-0.0901,-2.1036,-0.0442,-0.0774,0,0.0216,,,,-2.1265,-0.0489,-0.0827,0.3958
1787538146.457,full,ok,-2.1036,-0.0442,-0.0774,0,-2.1374,-0.0359,-0.0903,-2.1374,-0.0359,-0.0903,-2.1036,-0.0442,-0.0774,0,0.0348,,,,-2.1261,-0.0406,-0.0896,0.3618
1787538146.615,full,ok,-2.1036,-0.0442,-0.0774,0,-2.1394,-0.0723,-0.0729,-2.1394,-0.0723,-0.0729,-2.1036,-0.0442,-0.0774,0,0.0455,,,,-2.1360,-0.0353,-0.0916,0.4020
1787538146.861,full,ok,-2.1036,-0.0442,-0.0774,0,-2.0309,-0.0264,-0.1011,-2.0309,-0.0264,-0.1011,-2.0672,-0.0353,-0.0893,0,0.0749,,,,-2.1339,-0.0646,-0.0769,0.2841
1787538147.117,full,ok,-2.0672,-0.0353,-0.0893,0,-2.1257,-0.0711,-0.0723,-2.1257,-0.0711,-0.0723,-2.0672,-0.0353,-0.0893,0,0.0686,,,,-2.0528,-0.0310,-0.1010,0.3052
1787538147.291,full,ok,-2.0672,-0.0353,-0.0893,0,-2.1061,-0.0692,-0.0734,-2.1061,-0.0692,-0.0734,-2.0867,-0.0523,-0.0813,0,0.0516,,,,-2.0935,-0.0577,-0.0771,0.1981
1787538147.455,full,ok,-2.0867,-0.0523,-0.0813,0,-2.0890,-0.0506,-0.0888,-2.0890,-0.0506,-0.0888,-2.0878,-0.0514,-0.0851,0,0.0028,,,,-2.1000,-0.0664,-0.0743,0.2786
1787538147.654,full,ok,-2.0878,-0.0514,-0.0851,0,-2.0699,-0.1475,-0.0552,-2.0699,-0.1475,-0.0552,-2.0789,-0.0995,-0.0701,0,0.0978,,,,-2.0935,-0.0567,-0.0878,0.2394
1787538147.742,full,ok,-2.0789,-0.0995,-0.0701,0,-2.1037,-0.0759,-0.0862,-2.1037,-0.0759,-0.0862,-2.0789,-0.0995,-0.0701,0,0.0343,,,,-2.0751,-0.1320,-0.0599,0.3470
1787538147.910,full,ok,-2.0789,-0.0995,-0.0701,0,-2.1207,-0.0699,-0.0816,-2.1207,-0.0699,-0.0816,-2.0789,-0.0995,-0.0701,0,0.0512,,,,-2.0941,-0.1020,-0.0801,0.3742
1787538148.001,full,ok,-2.0789,-0.0995,-0.0701,0,-2.3697,-0.2694,-0.0063,-2.3697,-0.2694,-0.0063,-2.2243,-0.1845,-0.0382,0,0.3368,,,,-2.0941,-0.1020,-0.0801,0.2673
1787538148.154,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1196,-0.0764,-0.0872,-2.1196,-0.0764,-0.0872,-2.2243,-0.1845,-0.0382,0,0.1505,,,,-2.2615,-0.2137,-0.0172,0.3725
1787538148.323,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1034,-0.0449,-0.1013,-2.1034,-0.0449,-0.1013,-2.2243,-0.1845,-0.0382,0,0.1847,,,,-2.2255,-0.1390,-0.0676,0.3737
1787538148.459,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1157,-0.0796,-0.0819,-2.1157,-0.0796,-0.0819,-2.2243,-0.1845,-0.0382,0,0.1509,,,,-2.1431,-0.0592,-0.0980,0.3619
1787538148.686,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1055,-0.0719,-0.0862,-2.1055,-0.0719,-0.0862,-2.2243,-0.1845,-0.0382,0,0.1637,,,,-2.1214,-0.0725,-0.0844,0.3654
1787538148.759,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1134,-0.0697,-0.0913,-2.1134,-0.0697,-0.0913,-2.2243,-0.1845,-0.0382,0,0.1596,,,,-2.1199,-0.0712,-0.0851,0.3646
1787538148.919,full,ok,-2.2243,-0.1845,-0.0382,0,-2.0924,-0.0526,-0.1032,-2.0924,-0.0526,-0.1032,-2.2243,-0.1845,-0.0382,0,0.1865,,,,-2.1088,-0.0690,-0.0921,0.3690
1787538149.008,full,ok,-2.2243,-0.1845,-0.0382,0,-2.0878,-0.0716,-0.0950,-2.0878,-0.0716,-0.0950,-2.2243,-0.1845,-0.0382,0,0.1771,,,,-2.0966,-0.0559,-0.1023,0.3656
1787538149.150,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1011,-0.0828,-0.0892,-2.1011,-0.0828,-0.0892,-2.2243,-0.1845,-0.0382,0,0.1597,,,,-2.0871,-0.0656,-0.0969,0.3651
1787538149.328,full,ok,-2.2243,-0.1845,-0.0382,0,-2.0928,-0.0664,-0.0902,-2.0928,-0.0664,-0.0902,-2.2243,-0.1845,-0.0382,0,0.1767,,,,-2.0861,-0.0759,-0.0924,0.4091
1787538149.498,full,ok,-2.2243,-0.1845,-0.0382,0,-2.0758,-0.0414,-0.1050,-2.0758,-0.0414,-0.1050,-2.2243,-0.1845,-0.0382,0,0.2062,,,,-2.0899,-0.0676,-0.0899,0.3614
1787538149.634,full,ok,-2.2243,-0.1845,-0.0382,0,-2.0882,-0.0537,-0.0985,-2.0882,-0.0537,-0.0985,-2.2243,-0.1845,-0.0382,0,0.1888,,,,-2.0757,-0.0466,-0.1033,0.3506
1787538149.723,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1040,-0.0872,-0.0802,-2.1040,-0.0872,-0.0802,-2.2243,-0.1845,-0.0382,0,0.1546,,,,-2.0811,-0.0513,-0.0990,0.3598
1787538149.873,full,ok,-2.2243,-0.1845,-0.0382,0,-2.0859,-0.0713,-0.0861,-2.0859,-0.0713,-0.0861,-2.2243,-0.1845,-0.0382,0,0.1787,,,,-2.0831,-0.0711,-0.0857,0.3937
1787538149.987,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1052,-0.0798,-0.0822,-2.1052,-0.0798,-0.0822,-2.2243,-0.1845,-0.0382,0,0.1586,,,,-2.0832,-0.0710,-0.0863,0.3456
1787538150.181,full,ok,-2.2243,-0.1845,-0.0382,0,-2.1058,-0.0476,-0.1084,-2.1058,-0.0476,-0.1084,-2.2243,-0.1845,-0.0382,0,0.1810,,,,-2.0932,-0.0758,-0.0836,0.3496
1787538150.266,full,ok,-2.2243,-0.1845,-0.0382,0,-2.0804,-0.0568,-0.1034,-2.0804,-0.0568,-0.1034,-2.1523,-0.1206,-0.0708,0,0.1924,,,,-2.0919,-0.0768,-0.0833,0.2994
1787538150.346,full,ok,-2.1523,-0.1206,-0.0708,0,-2.0785,-0.0734,-0.0931,-2.0785,-0.0734,-0.0931,-2.1523,-0.1206,-0.0708,0,0.0876,,,,-2.0880,-0.0552,-0.1042,0.3221
1787538150.443,full,ok,-2.1523,-0.1206,-0.0708,0,-2.0816,-0.0808,-0.0850,-2.0816,-0.0808,-0.0850,-2.1523,-0.1206,-0.0708,0,0.0811,,,,-2.0785,-0.0665,-0.0954,0.3424
1787538150.678,full,ok,-2.1523,-0.1206,-0.0708,0,-2.0745,-0.0557,-0.1013,-2.0745,-0.0557,-0.1013,-2.1523,-0.1206,-0.0708,0,0.1013,,,,-2.0750,-0.0762,-0.0867,0.3838
1787538150.853,full,ok,-2.1523,-0.1206,-0.0708,0,-2.0666,-0.0514,-0.1080,-2.0666,-0.0514,-0.1080,-2.1095,-0.0860,-0.0894,0,0.1102,,,,-2.0693,-0.0590,-0.1005,0.2887
1787538151.083,full,ok,-2.1095,-0.0860,-0.0894,0,-2.0677,-0.0652,-0.1102,-2.0677,-0.0652,-0.1102,-2.1095,-0.0860,-0.0894,0,0.0467,,,,-2.0638,-0.0511,-0.1088,0.3719
1787538151.271,full,ok,-2.1095,-0.0860,-0.0894,0,-2.0251,-0.0719,-0.1068,-2.0251,-0.0719,-0.1068,-2.0673,-0.0789,-0.0981,0,0.0855,,,,-2.0660,-0.0631,-0.1108,0.2341
1787538151.443,full,ok,-2.0673,-0.0789,-0.0981,0,-2.0278,-0.0715,-0.1155,-2.0278,-0.0715,-0.1155,-2.0475,-0.0752,-0.1068,0,0.0403,,,,-2.0345,-0.0694,-0.1092,0.2034
1787538151.672,full,ok,-2.0475,-0.0752,-0.1068,0,-2.0131,-0.0650,-0.1133,-2.0131,-0.0650,-0.1133,-2.0303,-0.0701,-0.1100,0,0.0360,,,,-2.0232,-0.0722,-0.1172,0.2584
1787538151.889,full,ok,-2.0303,-0.0701,-0.1100,0,-2.0371,-0.0763,-0.1092,-2.0371,-0.0763,-0.1092,-2.0337,-0.0732,-0.1096,0,0.0092,,,,-2.0097,-0.0655,-0.1142,0.2377
1787538152.066,full,ok,-2.0337,-0.0732,-0.1096,0,-2.0120,-0.0682,-0.1165,-2.0120,-0.0682,-0.1165,-2.0228,-0.0707,-0.1131,0,0.0223,,,,-2.0246,-0.0719,-0.1108,0.2474
1787538152.291,full,ok,-2.0228,-0.0707,-0.1131,0,-2.0351,-0.0854,-0.1052,-2.0351,-0.0854,-0.1052,-2.0290,-0.0781,-0.1092,0,0.0191,,,,-2.0098,-0.0692,-0.1174,0.2686
1787538152.490,full,ok,-2.0290,-0.0781,-0.1092,0,-2.0514,-0.0746,-0.0940,-2.0514,-0.0746,-0.0940,-2.0290,-0.0781,-0.1092,0,0.0227,,,,-2.0228,-0.0800,-0.1072,0.3148
1787538152.637,full,ok,-2.0290,-0.0781,-0.1092,0,-2.0397,-0.0493,-0.1005,-2.0397,-0.0493,-0.1005,-2.0290,-0.0781,-0.1092,0,0.0307,,,,-2.0397,-0.0734,-0.0946,0.3582
1787538152.815,full,ok,-2.0290,-0.0781,-0.1092,0,-2.0245,-0.0449,-0.1049,-2.0245,-0.0449,-0.1049,-2.0290,-0.0781,-0.1092,0,0.0335,,,,-2.0358,-0.0525,-0.0980,0.3637
1787538152.988,full,ok,-2.0290,-0.0781,-0.1092,0,-2.0671,-0.0932,-0.0825,-2.0671,-0.0932,-0.0825,-2.0290,-0.0781,-0.1092,0,0.0411,,,,-2.0284,-0.0462,-0.1046,0.3602
1787538153.139,full,ok,-2.0290,-0.0781,-0.1092,0,-2.0608,-0.0616,-0.0745,-2.0608,-0.0616,-0.0745,-2.0290,-0.0781,-0.1092,0,0.0358,,,,-2.0431,-0.0777,-0.0879,0.3833
1787538153.296,full,ok,-2.0290,-0.0781,-0.1092,0,-2.0367,-0.0586,-0.0503,-2.0367,-0.0586,-0.0503,-2.0290,-0.0781,-0.1092,0,0.0209,,,,-2.0571,-0.0632,-0.0716,0.3385
1787538153.467,full,ok,-2.0290,-0.0781,-0.1092,0,-2.0517,-0.0312,-0.0421,-2.0517,-0.0312,-0.0421,-2.0290,-0.0781,-0.1092,0,0.0521,,,,-2.0447,-0.0591,-0.0502,0.3318
1787538153.632,full,ok,-2.0290,-0.0781,-0.1092,0,-1.9892,-0.0377,-0.0173,-1.9892,-0.0377,-0.0173,-2.0091,-0.0579,-0.0632,0,0.0566,,,,-2.0476,-0.0330,-0.0363,0.1371
1787538153.833,full,ok,-2.0091,-0.0579,-0.0632,0,-1.9911,-0.0482,-0.0134,-1.9911,-0.0482,-0.0134,-2.0001,-0.0530,-0.0383,0,0.0204,,,,-2.0052,-0.0355,-0.0095,0.1918
1787538153.935,full,ok,-2.0001,-0.0530,-0.0383,0,-1.9850,-0.0409,-0.0202,-1.9850,-0.0409,-0.0202,-1.9926,-0.0470,-0.0292,0,0.0193,,,,-1.9949,-0.0469,-0.0137,0.2037
1787538154.094,full,ok,-1.9926,-0.0470,-0.0292,0,-2.0196,-0.0303,-0.0332,-2.0196,-0.0303,-0.0332,-2.0061,-0.0386,-0.0312,0,0.0318,,,,-1.9860,-0.0426,-0.0195,0.2698
1787538154.321,full,ok,-2.0061,-0.0386,-0.0312,0,-2.0502,-0.0501,-0.0284,-2.0502,-0.0501,-0.0284,-2.0061,-0.0386,-0.0312,0,0.0455,,,,-1.9972,-0.0317,-0.0262,0.3656
1787538154.480,full,ok,-2.0061,-0.0386,-0.0312,0,-2.0265,-0.0580,-0.0247,-2.0265,-0.0580,-0.0247,-2.0061,-0.0386,-0.0312,0,0.0281,,,,-2.0295,-0.0437,-0.0308,0.3499
1787538154.664,full,ok,-2.0061,-0.0386,-0.0312,0,-1.9906,-0.1111,-0.0055,-1.9906,-0.1111,-0.0055,-1.9983,-0.0749,-0.0183,0,0.0742,,,,-2.0274,-0.0549,-0.0256,0.2329
1787538154.832,full,ok,-1.9983,-0.0749,-0.0183,0,-2.0195,-0.0647,-0.0320,-2.0195,-0.0647,-0.0320,-1.9983,-0.0749,-0.0183,0,0.0235,,,,-2.0023,-0.1093,-0.0044,0.3793
1787538154.994,full,ok,-1.9983,-0.0749,-0.0183,0,-1.9067,-0.1609,0.0223,-1.9067,-0.1609,0.0223,-1.9983,-0.0749,-0.0183,0,0.1256,,,,-2.0167,-0.0753,-0.0284,0.3009
1787538155.147,full,ok,-1.9983,-0.0749,-0.0183,0,-2.0031,-0.0548,-0.0322,-2.0031,-0.0548,-0.0322,-1.9983,-0.0749,-0.0183,0,0.0206,,,,-1.9484,-0.1494,0.0182,0.3639
1787538155.316,full,ok,-1.9983,-0.0749,-0.0183,0,-2.0129,-0.0428,-0.0434,-2.0129,-0.0428,-0.0434,-1.9983,-0.0749,-0.0183,0,0.0353,,,,-1.9817,-0.0789,-0.0232,0.3813
1787538155.442,full,ok,-1.9983,-0.0749,-0.0183,0,-2.0090,-0.0753,-0.0285,-2.0090,-0.0753,-0.0285,-2.0037,-0.0751,-0.0234,0,0.0107,,,,-1.9947,-0.0529,-0.0395,0.2261
1787538155.596,full,ok,-2.0037,-0.0751,-0.0234,0,-1.9987,-0.0607,-0.0264,-1.9987,-0.0607,-0.0264,-2.0037,-0.0751,-0.0234,0,0.0152,,,,-1.9980,-0.0679,-0.0309,0.3367
1787538155.823,full,ok,-2.0037,-0.0751,-0.0234,0,-2.0187,-0.0263,-0.0427,-2.0187,-0.0263,-0.0427,-2.0037,-0.0751,-0.0234,0,0.0510,,,,-1.9975,-0.0596,-0.0246,0.3261
1787538156.040,full,ok,-2.0037,-0.0751,-0.0234,0,-1.9583,-0.0516,-0.0349,-1.9583,-0.0516,-0.0349,-1.9810,-0.0634,-0.0291,0,0.0510,,,,-2.0082,-0.0273,-0.0403,0.2031
1787538156.200,full,ok,-1.9810,-0.0634,-0.0291,0,-1.9610,-0.0512,-0.0284,-1.9610,-0.0512,-0.0284,-1.9710,-0.0573,-0.0288,0,0.0234,,,,-1.9755,-0.0461,-0.0373,0.2151
1787538156.359,full,ok,-1.9710,-0.0573,-0.0288,0,-1.9658,-0.0571,-0.0235,-1.9658,-0.0571,-0.0235,-1.9684,-0.0572,-0.0261,0,0.0053,,,,-1.9632,-0.0497,-0.0289,0.1849
1787538156.441,full,ok,-1.9684,-0.0572,-0.0261,0,-1.9714,-0.0446,-0.0307,-1.9714,-0.0446,-0.0307,-1.9699,-0.0509,-0.0284,0,0.0130,,,,-1.9620,-0.0547,-0.0244,0.1657
1787538156.668,full,ok,-1.9699,-0.0509,-0.0284,0,-1.8123,-0.1739,0.0317,-1.8123,-0.1739,0.0317,-1.8911,-0.1124,0.0016,0,0.1999,,,,-1.9631,-0.0456,-0.0294,0.2582
1787538156.859,full,ok,-1.8911,-0.1124,0.0016,0,-1.9925,-0.0521,-0.0300,-1.9925,-0.0521,-0.0300,-1.8911,-0.1124,0.0016,0,0.1180,,,,-1.8434,-0.1740,0.0319,0.3211
1787538157.032,full,ok,-1.8911,-0.1124,0.0016,0,-2.0083,-0.0766,-0.0127,-2.0083,-0.0766,-0.0127,-1.8911,-0.1124,0.0016,0,0.1225,,,,-1.9419,-0.0705,-0.0243,0.3803
1787538157.220,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9850,-0.0696,-0.0140,-1.0000
1787538157.363,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9815,-0.0708,-0.0128,-1.0000
1787538157.477,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9815,-0.0708,-0.0127,-1.0000
1787538157.620,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9817,-0.0709,-0.0080,-1.0000
1787538157.694,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9816,-0.0709,-0.0081,-1.0000
1787538157.811,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9816,-0.0709,-0.0081,-1.0000
1787538157.965,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9814,-0.0706,-0.0309,-1.0000
1787538158.115,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9814,-0.0704,-0.0444,-1.0000
1787538158.211,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9814,-0.0705,-0.0423,-1.0000
1787538158.359,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9814,-0.0705,-0.0423,-1.0000
1787538158.542,none,-,-1.8911,-0.1124,0.0016,0,,,,,,,-1.8911,-0.1124,0.0016,0,,,,,-1.9814,-0.0704,-0.0424,-1.0000
1787538158.707,full,ok,-1.8911,-0.1124,0.0016,0,-2.0312,-0.6826,0.1946,-2.0312,-0.6826,0.1946,-1.8911,-0.1124,0.0016,0,0.5871,,,,-1.9815,-0.0704,-0.0425,0.3335
1787538158.910,full,ok,-1.8911,-0.1124,0.0016,0,-1.4411,-0.3554,0.0811,-1.4411,-0.3554,0.0811,-1.8911,-0.1124,0.0016,0,0.5114,,,,-2.0970,-0.6511,0.1752,0.7933
1787538159.081,full,ok,-1.8911,-0.1124,0.0016,0,2.0907,0.0650,3.0295,-2.0907,-0.0650,-0.1120,-1.9909,-0.0887,-0.0552,0,0.2051,,,,-1.7471,-0.5078,0.1231,0.2448
1787538159.190,full,ok,-1.9909,-0.0887,-0.0552,0,-1.3905,-0.3484,0.0619,-1.3905,-0.3484,0.0619,-1.9909,-0.0887,-0.0552,0,0.6541,,,,-1.7371,-0.5016,0.1226,0.6909
1787538159.413,full,ok,-1.9909,-0.0887,-0.0552,0,-1.2894,-0.3380,0.0601,-1.2894,-0.3380,0.0601,-1.9909,-0.0887,-0.0552,0,0.7445,,,,-1.4869,-0.2988,0.0403,0.6036
1787538159.524,full,ok,-1.9909,-0.0887,-0.0552,0,1.9424,0.0865,3.0299,-1.9424,-0.0865,-0.1117,-1.9667,-0.0876,-0.0835,0,0.0485,,,,-1.3134,-0.3416,0.0631,0.1711
1787538159.671,full,ok,-1.9667,-0.0876,-0.0835,0,1.9505,0.0916,3.0417,-1.9505,-0.0916,-0.0999,-1.9586,-0.0896,-0.0917,0,0.0167,,,,-1.5506,-0.0691,-0.0968,0.2063
1787538159.822,full,ok,-1.9586,-0.0896,-0.0917,0,-1.6290,-0.2245,-0.0108,-1.6290,-0.2245,-0.0108,-1.9586,-0.0896,-0.0917,0,0.3561,,,,-1.7672,-0.0218,-0.0910,0.6330
1787538159.990,full,ok,-1.9586,-0.0896,-0.0917,0,-2.0498,-0.0718,-0.0971,-2.0498,-0.0718,-0.0971,-2.0042,-0.0807,-0.0944,0,0.0930,,,,-1.6516,-0.1823,-0.0265,0.2735
1787538160.098,full,ok,-2.0042,-0.0807,-0.0944,0,2.4578,0.1238,3.0524,-2.4578,-0.1238,-0.0892,-2.2310,-0.1023,-0.0918,0,0.4557,,,,-1.6457,-0.1643,-0.0310,0.2764
1787538160.254,full,ok,-2.2310,-0.1023,-0.0918,0,1.9670,0.1166,3.0509,-1.9670,-0.1166,-0.0907,-2.0990,-0.1094,-0.0913,0,0.2644,,,,-2.3670,-0.0645,-0.0685,0.2858
1787538160.416,full,ok,-2.0990,-0.1094,-0.0913,0,-2.0507,-0.0738,-0.0977,-2.0507,-0.0738,-0.0977,-2.0749,-0.0916,-0.0945,0,0.0600,,,,-2.2586,-0.1223,-0.1082,0.2691
1787538160.570,full,ok,-2.0749,-0.0916,-0.0945,0,-2.0899,-0.0948,-0.0928,-2.0899,-0.0948,-0.0928,-2.0749,-0.0916,-0.0945,0,0.0153,,,,-2.1753,-0.1007,-0.0874,0.3601
1787538160.814,full,ok,-2.0749,-0.0916,-0.0945,0,-1.9642,-0.0984,-0.0987,-1.9642,-0.0984,-0.0987,-2.0749,-0.0916,-0.0945,0,0.1109,,,,-2.2038,-0.0750,-0.0989,0.3192
1787538160.946,full,ok,-2.0749,-0.0916,-0.0945,0,-1.9600,-0.1027,-0.0960,-1.9600,-0.1027,-0.0960,-2.0174,-0.0971,-0.0953,0,0.1154,,,,-2.0300,-0.1057,-0.0954,0.2788
1787538161.078,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9731,-0.0969,-0.1032,-1.9731,-0.0969,-0.1032,-2.0174,-0.0971,-0.0953,0,0.0443,,,,-1.9901,-0.1047,-0.0950,0.3845
1787538161.227,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9429,-0.1077,-0.1022,-1.9429,-0.1077,-0.1022,-2.0174,-0.0971,-0.0953,0,0.0753,,,,-1.9821,-0.0908,-0.1066,0.3639
1787538161.403,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9583,-0.1128,-0.1018,-1.9583,-0.1128,-0.1018,-2.0174,-0.0971,-0.0953,0,0.0611,,,,-1.9573,-0.1054,-0.1027,0.4178
1787538161.509,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9579,-0.1034,-0.1008,-1.9579,-0.1034,-0.1008,-2.0174,-0.0971,-0.0953,0,0.0599,,,,-1.9555,-0.1091,-0.1031,0.3698
1787538161.756,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9591,-0.1100,-0.1023,-1.9591,-0.1100,-0.1023,-2.0174,-0.0971,-0.0953,0,0.0597,,,,-1.9527,-0.0961,-0.1056,0.3382
1787538161.912,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9254,-0.0714,-0.1324,-1.9254,-0.0714,-0.1324,-2.0174,-0.0971,-0.0953,0,0.0956,,,,-1.9561,-0.1045,-0.1061,0.4164
1787538162.093,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9902,-0.1331,-0.1166,-1.9902,-0.1331,-0.1166,-2.0174,-0.0971,-0.0953,0,0.0451,,,,-1.9394,-0.0783,-0.1303,0.3722
1787538162.188,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9558,-0.1092,-0.1275,-1.9558,-0.1092,-0.1275,-2.0174,-0.0971,-0.0953,0,0.0628,,,,-1.9338,-0.0696,-0.1369,0.3860
1787538162.363,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9344,-0.1030,-0.1362,-1.9344,-0.1030,-0.1362,-2.0174,-0.0971,-0.0953,0,0.0833,,,,-1.9665,-0.1154,-0.1253,0.4277
1787538162.512,full,ok,-2.0174,-0.0971,-0.0953,0,-1.9179,-0.1131,-0.1349,-1.9179,-0.1131,-0.1349,-1.9676,-0.1051,-0.1151,0,0.1008,,,,-1.9500,-0.1088,-0.1348,0.2844
1787538162.668,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9184,-0.1005,-0.1412,-1.9184,-0.1005,-0.1412,-1.9676,-0.1051,-0.1151,0,0.0495,,,,-1.9349,-0.1122,-0.1356,0.3822
1787538162.846,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9377,-0.1057,-0.1377,-1.9377,-0.1057,-0.1377,-1.9676,-0.1051,-0.1151,0,0.0300,,,,-1.9267,-0.1047,-0.1400,0.3784
1787538162.998,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9552,-0.1106,-0.1334,-1.9552,-0.1106,-0.1334,-1.9676,-0.1051,-0.1151,0,0.0136,,,,-1.9327,-0.1046,-0.1384,0.4092
1787538163.159,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9460,-0.1120,-0.1358,-1.9460,-0.1120,-0.1358,-1.9676,-0.1051,-0.1151,0,0.0227,,,,-1.9443,-0.1073,-0.1347,0.3731
1787538163.401,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9639,-0.1069,-0.1370,-1.9639,-0.1069,-0.1370,-1.9676,-0.1051,-0.1151,0,0.0042,,,,-1.9449,-0.1110,-0.1363,0.3913
1787538163.536,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9454,-0.1124,-0.1352,-1.9454,-0.1124,-0.1352,-1.9676,-0.1051,-0.1151,0,0.0234,,,,-1.9566,-0.1065,-0.1373,0.3550
1787538163.693,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9376,-0.0986,-0.1410,-1.9376,-0.0986,-0.1410,-1.9676,-0.1051,-0.1151,0,0.0308,,,,-1.9501,-0.1115,-0.1355,0.4193
1787538163.835,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9456,-0.1092,-0.1342,-1.9456,-0.1092,-0.1342,-1.9676,-0.1051,-0.1151,0,0.0225,,,,-1.9443,-0.1029,-0.1394,0.3332
1787538163.931,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9370,-0.1180,-0.1311,-1.9370,-0.1180,-0.1311,-1.9676,-0.1051,-0.1151,0,0.0333,,,,-1.9444,-0.1072,-0.1350,0.3278
1787538164.070,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9404,-0.1108,-0.1343,-1.9404,-0.1108,-0.1343,-1.9676,-0.1051,-0.1151,0,0.0279,,,,-1.9399,-0.1150,-0.1320,0.3705
1787538164.179,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9216,-0.1173,-0.1318,-1.9216,-0.1173,-0.1318,-1.9676,-0.1051,-0.1151,0,0.0476,,,,-1.9405,-0.1120,-0.1339,0.3739
1787538164.388,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9372,-0.1085,-0.1330,-1.9372,-0.1085,-0.1330,-1.9676,-0.1051,-0.1151,0,0.0307,,,,-1.9307,-0.1169,-0.1318,0.4145
1787538164.487,full,ok,-1.9676,-0.1051,-0.1151,0,-1.9357,-0.1047,-0.1360,-1.9357,-0.1047,-0.1360,-1.9676,-0.1051,-0.1151,0,0.0319,,,,-1.9305,-0.1171,-0.1318,0.3622
