t,res_kind,mkind,ref_b_x,ref_b_y,ref_b_yaw,contra_b,raw_x,raw_y,raw_yaw,chosen_x,chosen_y,chosen_yaw,ref_a_x,ref_a_y,ref_a_yaw,contra_a,resid_to_ref,reloc_x,reloc_y,reloc_yaw,prior_x,prior_y,prior_yaw,resid_m
1787538239.829,full,ok,-1.9028,-1.6601,1.3994,0,1.4118,0.3598,-3.0962,-1.4118,-0.3598,0.0454,-1.9028,-1.6601,1.3994,0,1.3899,,,,-2.1874,-2.2120,2.3694,0.7504
1787538240.184,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9681,-0.6953,-0.0583,0.3573
1787538240.375,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9860,-0.2011,-0.1033,0.3573
1787538240.545,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9647,-0.1348,-0.1317,0.3573
1787538240.797,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9525,-0.1199,-0.1358,0.3573
1787538241.194,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9456,-0.1163,-0.1388,0.3573
1787538241.473,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9423,-0.1144,-0.1350,0.3573
1787538241.729,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9414,-0.1143,-0.1342,0.3573
1787538241.897,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9410,-0.1135,-0.1328,0.3573
1787538241.947,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9410,-0.1139,-0.1334,0.3573
1787538242.126,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9409,-0.1137,-0.1331,0.3573
1787538242.295,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9409,-0.1138,-0.1330,0.3573
1787538242.475,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538242.552,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538242.788,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1137,-0.1329,0.3573
1787538242.891,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9409,-0.1141,-0.1329,0.3573
1787538243.044,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538243.173,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538243.292,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538243.436,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538243.596,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538243.707,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538243.874,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538244.026,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1136,-0.1328,0.3573
1787538244.118,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538244.272,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538244.471,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1136,-0.1328,0.3573
1787538244.718,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1138,-0.1328,0.3573
1787538244.905,full,ok,-1.9028,-1.6601,1.3994,0,-1.9697,-0.1200,-0.1319,-1.9697,-0.1200,-0.1319,-1.9028,-1.6601,1.3994,0,1.5416,,,,-1.9408,-0.1137,-0.1328,0.3757
1787538245.080,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9624,-0.1163,-0.1334,0.3573
1787538245.244,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9515,-0.1156,-0.1320,0.3573
1787538245.478,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9458,-0.1149,-0.1323,0.3573
1787538245.597,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9458,-0.1151,-0.1323,0.3573
1787538245.761,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9418,-0.1137,-0.1327,0.3573
1787538245.889,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9413,-0.1136,-0.1328,0.3573
1787538246.048,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9410,-0.1135,-0.1328,0.3573
1787538246.290,full,ok,-1.9028,-1.6601,1.3994,0,-1.9042,-0.1205,-0.1305,-1.9042,-0.1205,-0.1305,-1.9028,-1.6601,1.3994,0,1.5395,,,,-1.9409,-0.1138,-0.1328,0.4186
1787538246.589,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9109,-0.1225,-0.1295,0.3573
1787538246.756,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9296,-0.1130,-0.1331,0.3573
1787538246.860,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9359,-0.1126,-0.1332,0.3573
1787538247.050,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9383,-0.1129,-0.1331,0.3573
1787538247.182,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9397,-0.1131,-0.1329,0.3573
1787538247.344,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9402,-0.1133,-0.1329,0.3573
1787538247.559,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9405,-0.1134,-0.1329,0.3573
1787538247.725,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9407,-0.1135,-0.1328,0.3573
1787538247.929,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9407,-0.1135,-0.1328,0.3573
1787538248.163,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538248.372,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538248.501,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538248.696,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538248.868,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538249.086,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538249.318,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538249.515,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538249.757,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538250.093,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1137,-0.1328,0.3573
1787538250.298,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538250.449,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538250.589,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538250.690,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538250.803,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538250.971,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538251.134,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538251.294,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538251.462,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538251.578,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538251.740,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538251.973,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538252.126,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538252.342,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538252.506,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538252.732,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1135,-0.1328,0.3573
1787538252.885,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538253.092,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538253.288,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538253.438,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538253.605,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538253.723,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538253.905,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538253.981,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538254.142,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538254.300,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538254.466,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538254.570,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538254.731,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538254.852,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538255.076,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538255.255,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538255.414,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538255.632,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538255.812,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538255.900,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538256.146,full,ok,-1.9028,-1.6601,1.3994,0,2.5111,0.1378,3.0131,-2.5111,-0.1378,-0.1285,-1.9028,-1.6601,1.3994,0,1.6393,,,,-1.9408,-0.1134,-0.1328,0.3220
1787538256.291,full,ok,-1.9028,-1.6601,1.3994,0,-2.0555,-0.0802,-0.1337,-2.0555,-0.0802,-0.1337,-1.9028,-1.6601,1.3994,0,1.5873,,,,-2.4277,-0.0784,-0.1081,0.3227
1787538256.441,full,ok,-1.9028,-1.6601,1.3994,0,-2.0555,-0.0802,-0.1337,-2.0555,-0.0802,-0.1337,-1.9028,-1.6601,1.3994,0,1.5873,,,,-2.3216,-0.1137,-0.1175,0.3227
1787538256.646,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-2.2217,-0.1136,-0.1205,0.3573
1787538256.880,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-2.0493,-0.1319,-0.1255,0.3573
1787538257.234,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9831,-0.1242,-0.1290,0.3573
1787538257.377,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9553,-0.1176,-0.1313,0.3573
1787538257.521,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9473,-0.1154,-0.1322,0.3573
1787538257.674,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9439,-0.1144,-0.1325,0.3573
1787538257.821,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9423,-0.1139,-0.1327,0.3573
1787538257.933,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9415,-0.1136,-0.1327,0.3573
1787538258.091,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9411,-0.1135,-0.1328,0.3573
1787538258.260,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9409,-0.1135,-0.1328,0.3573
1787538258.403,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538258.512,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538258.683,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538258.755,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538258.849,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538258.983,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538259.169,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538259.305,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538259.453,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9408,-0.1134,-0.1328,0.3573
1787538259.650,full,ok,-1.9028,-1.6601,1.3994,0,2.1682,0.0806,2.9968,-2.1682,-0.0806,-0.1448,-1.9028,-1.6601,1.3994,0,1.6017,,,,-1.9408,-0.1134,-0.1328,0.3313
1787538259.806,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-2.1243,-0.0612,-0.1369,0.3573
1787538259.937,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-2.0346,-0.1141,-0.1315,0.3573
1787538260.105,full,ok,-1.9028,-1.6601,1.3994,0,-1.9408,-0.1134,-0.1328,-1.9408,-0.1134,-0.1328,-1.9028,-1.6601,1.3994,0,1.5472,,,,-1.9868,-0.1204,-0.1300,0.3573
